isim,dogum_yeri,aktif_sehir,arama_sehri,tip,Spotify_ID,Spotify_Isim,Followers,Popularity,Genres,Spotify_Tur,Wikipedia_Tur,EveryNoise_Tur
SISSY MISFIT,"İstanbul, İstanbul, Turkey","London, Greater London, United Kingdom",İstanbul,solo,7gBvxpydeJTqbjrWWkT0iB,SISSY MISFIT,2631.0,17.0,electroclash,,,
Raptor,"Antakya, Hatay, Turkey",,Hatay,solo,2zSHQgxuxHBzs0x1B9Wm6X,Raptor,2625.0,7.0,turkish hip hop,,,
Rain Lab,"İstanbul, İstanbul, Turkey",,İstanbul,grup,1O9CLdmsyMsVSFck8HYZTj,Rain Lab,2623.0,5.0,turkish hip hop,,,
Devoured Elysium,"İzmir, İzmir, Turkey",,İzmir,grup,0StR9GrLWsoDfnVEHvTbez,Devoured Elysium,2613.0,4.0,"death metal, grindcore","death metal, grindcore",,turkish metal
mustafa barak,,,,,2KsLc7bfWhBPogmDlf3m3e,Mustafa Barak,2610.0,19.0,arabesk,arabesk,,
Nadas,"Ankara, Ankara, Turkey",,Ankara,grup,1KjaKyp6qy8fUuHAZVKyUP,NADAS,2604.0,7.0,,,,
celal yarıcı,,,,,6b5MhMnWmuXCPftqbNo4q7,Celal Yarıcı,2601.0,13.0,"arabesk, oyun havasi","arabesk, oyun havasi",,
dünya,,,,,5aHYKO08UQDrHpT4szAYOL,DÜNYA,2599.0,19.0,sufi,,,
janset,,,,,4BQwAf1cKRdVbCNyX0gdlP,Janset,2599.0,23.0,,,,turkish alt-pop
marsis,,,,,3qigd8OnZu0lNXt4B3erTr,marsis,2597.0,42.0,turkish hip hop,,rock,turkish rock
burakbey,,,,,35Yam8jFW4T9rXqdOLuEct,Burakbey,2596.0,9.0,,,,turkish alt-pop
Misanthropic Desires,,"İzmit, Kocaeli, Turkey",Kocaeli,solo,4lB3nN0DTpv6YkxDXwO2Gj,misanthropic desires,2589.0,8.0,black metal,,,
tembel cızırtı,,,,,5OADcRUs7rxYkl6Ttaqg2C,Tembel Cızırtı,2583.0,5.0,punk,punk,,
Mayıs Müzik Topluluğu,"Ankara, Ankara, Turkey",,Ankara,grup,0CVh5rXjgzqsCjC2nZaGDQ,Mayıs Müzik Topluluğu,2554.0,13.0,,,,
Aziz Şenol Filiz,"Tire, İzmir, Turkey",,İzmir,solo,1I8W0i21x4VVk3LjWp5Fed,Aziz Şenol Filiz,2546.0,20.0,sufi,sufi,,
sir-dav,,,,,4Vi9E5EaDzEPUB97QnJP54,Sir-Dav,2544.0,13.0,turkish hip hop,"choral, christmas",rap,
burcu soysev,,,,,7IQ0sLC7G4ehflpOgpD4CE,Burcu Soysev,2539.0,2.0,,,,
devrim erden,,,,,6bx0z5qY2HL613rLL7NHR0,devrim erden,2531.0,13.0,"arabesk, turkish pop","arabesk, turkish pop","halk, latin",deep turkish pop
Böbrek Soundsystem,,"İstanbul, İstanbul, Turkey",İstanbul,solo,48y9A4RihY0sWAxTlDurk3,Böbrek Soundsystem,2529.0,2.0,,,,turkish electronic
Mind Shifter,,"İstanbul, İstanbul, Turkey",İstanbul,grup,2NmpKCdElIFVL0GNo9ofFJ,Mind Shifter,2528.0,2.0,synthwave,synthwave,,turkish electronic
Die for Peace,"Ankara, Ankara, Turkey",,Ankara,solo,17vTZWbQzj24h4XdUAxLh0,Die For Peace,2527.0,4.0,black metal,black metal,metal,turkish metal
cemal reşit rey,,,,,495NIslNdqYhDuveHFO6H8,Cemal Reşit Rey,2527.0,9.0,,,klasik,
Burak Ozmucur,"Istanbul, İstanbul, Turkey",,İstanbul,solo,5mIkzlHGiWI8RM9veGxCMz,Burak Ozmucur,2523.0,10.0,,,,
gülşah kömür,,,,,0rFRdFCCe5YQKYZ7Oew9Vi,Gülşah Kömür,2519.0,12.0,turkish pop,turkish pop,,turkish pop
Sails of Serenity,"İstanbul, İstanbul, Turkey",,İstanbul,grup,1vWZ2NhEkcwwXsucmQQ4xl,Sails of Serenity,2515.0,4.0,"melodic hardcore, metalcore, djent","melodic hardcore, metalcore, djent",rock,turkish metal
Balina,"İzmir, İzmir, Turkey",,İzmir,grup,6CyEjBTXQOcfy3ahUgTHra,Balina,2512.0,3.0,stoner rock,stoner rock,,turkish metal
Arif Mardin,"Istanbul, Turkey",,İstanbul,solo,3EOX6d6CuTUiS1PGJfHEzU,Arif Mardin,2505.0,16.0,,,,
Havantepe,,"İstanbul, İstanbul, Turkey",İstanbul,solo,3weetANlzOcw3zUhhK8oEQ,Havantepe,2494.0,17.0,"dub techno, minimal techno, dub",,,
Nekizm,,"İstanbul, İstanbul, Turkey",İstanbul,grup,0ULrAGrTGjuNAXjreHJt1Z,nekizm,2489.0,7.0,,,,
günce,,,,,00pphg187ZA7H11g7zp17v,günce,2473.0,8.0,turkish pop,,,deep turkish pop
Nezahat Bayram,"Samsun, Samsun, Turkey",,Samsun,solo,5AKK7h0hZTiouX8mSUMtf9,Nezahat Bayram,2472.0,8.0,"oyun havasi, arabesk",,,
cihan akerson,,,,,2XU5a4l9MEy76LgjBYKFFu,Cihan Akerson,2472.0,3.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,
zuğaşi berepe,,,,,26Vx16h8yEfSVAGxTYrLAC,zuğaşi berepe,2470.0,7.0,"karadeniz folk, anatolian rock","karadeniz folk, anatolian rock",rock,
alin,,,,,0xWePffBtWS9KNuV6pGeYY,Alîn,2464.0,31.0,,,rap,
ceren kaçar,,,,,4ppn02ZG0wFouaqKXhpNFE,Ceren Kaçar,2461.0,18.0,,,,
Alkera,"İstanbul, Istanbul, Turkey",,İstanbul,grup,1iPq4cmgJ1HwnQnYefoi4R,Alkera,2457.0,8.0,progressive metal,progressive metal,,turkish metal
sevingül bahadır,,,,,3CldOoNKtNGuFivQyqu061,Sevingül Bahadır,2448.0,16.0,,,,
hamam sessions,,,,,5kRJhbfCy8VjiXyyN1tPHq,Hamam Sessions,2446.0,34.0,turkish hip hop,turkish hip hop,rap,
Taner Şener,"İstanbul, Turkey",,İstanbul,solo,2h0XM1MPXN3mmtVOsbCC73,Taner Şener,2439.0,10.0,,,klasik,
Yerçekimi,"İstanbul, İstanbul, Turkey",,İstanbul,grup,7Dx8cllpzeNVM565MLk5v8,Yerçekimi,2435.0,1.0,space rock,space rock,,
Persecutory,"Kadıköy, İstanbul, Turkey",,İstanbul,grup,5okhElAtIn0ir5zSqki9T1,Persecutory,2435.0,1.0,black metal,black metal,,turkish metal
Ete Kurttekin,"Ankara, Ankara, Turkey",,Ankara,solo,1dh0HzfG4SR3M8uMU0AR3w,Ete Kurttekin,2434.0,4.0,,,,
raven of hell,,,,,0ZhX7f6Es3r23lAN7iMPIw,Raven of Hell,2431.0,6.0,,,"punk, rock",
Goblin Daycare,"İstanbul, İstanbul, Turkey","İstanbul, İstanbul, Turkey",İstanbul,grup,68lxtccDDXzcAp6nifyWOC,Goblin Daycare,2427.0,9.0,egg punk,,,
mehmet taneri,,,,,7Ic4MmcCpZXDYl59jGVxUx,Mehmet Taneri,2424.0,8.0,turkish pop,turkish pop,rap,
Kasım Şeren,"Iğdır, Iğdır, Turkey",,Iğdır,solo,6FwrXF084KdyYiEIjUBDB3,Kasım Şeren,2416.0,13.0,turkish pop,,,
Exnun,,"İstanbul, İstanbul, Turkey",İstanbul,grup,2rApa3htXr3ZTVMEXU5CKV,EXNUN,2409.0,1.0,,,,turkish metal
cenk erdoğan trio,,,,,5eqEQzIkIicXZ4ExJipYKU,Cenk Erdoğan Trio,2400.0,2.0,,,caz,turkish jazz
canan başkaya,,,,,67qiinsYCdv51FNS3S3YcS,Canan Başkaya,2390.0,15.0,arabesk,arabesk,,
Sacrocurse,"Kadıköy, İstanbul, Turkey","Monterrey, Nuevo León, Mexico",İstanbul,grup,2cqRwbzsa2tFaWa8LpdUXU,Sacrocurse,2387.0,0.0,black metal,,,
Selahattin Pınar,"Istanbul, Turkey",,İstanbul,solo,0IF0UfRLhQ2q1KglJvvCDJ,Selahattin Pınar,2385.0,9.0,,,,
nesrin cavadzade,,,,,2j6Pkogkf0jggyy3RPEA6T,Nesrin Cavadzade,2377.0,25.0,turkish pop,turkish pop,,
orhan atasoy,,,,,3I6zW11RhJosdaqEXjduvn,orhan atasoy,2374.0,13.0,"turkish pop, anatolian rock","turkish pop, anatolian rock",,
Boykot,"İzmir, İzmir, Turkey",,İzmir,grup,0BveztSEpa980ImsnzgdmN,Boykot,2371.0,37.0,turkish hip hop,,,
bedri ayseli,,,,,0owBljMoJQ5h6njj4ZXZdL,bedri ayseli,2370.0,16.0,"oyun havasi, arabesk","oyun havasi, arabesk",,
Make Mama Proud,,"İstanbul, İstanbul, Turkey",İstanbul,grup,5UwT6JUaVIB8ITvWWxwcjK,Make Mama Proud,2367.0,3.0,"stoner rock, stoner metal",latin indie,,turkish metal
